"Phylum" "Class" "Order" "Family" "Genus" "Species" "Common Name" "AdultMass" "MaxLife" "LMaxLife" "LAdultMass"
"881" "Chordata" "Aves" "Passeriformes" "Pycnonotidae" "Pycnonotus" "xanthopygos" "White-spectacled bulbul" 38.1 8.8 2.17475172148416 3.64021428213266
"882" "Chordata" "Aves" "Passeriformes" "Regulidae" "Regulus" "calendula" "Ruby-crowned kinglet" 6.75 5.6 1.7227665977411 1.90954250488444
"883" "Chordata" "Aves" "Passeriformes" "Regulidae" "Regulus" "regulus" "Goldcrest" 5.6 7 1.94591014905531 1.7227665977411
"884" "Chordata" "Aves" "Passeriformes" "Regulidae" "Regulus" "satrapa" "Golden-crowned kinglet" 5.5 6.3 1.84054963339749 1.70474809223843
"885" "Chordata" "Aves" "Passeriformes" "Remizidae" "Auriparus" "flaviceps" "Verdin" 6.8 5.6 1.7227665977411 1.91692261218206
"886" "Chordata" "Aves" "Passeriformes" "Remizidae" "Remiz" "pendulinus" "Eurasian penduline-tit" 9.3 7 1.94591014905531 2.23001440015921
"887" "Chordata" "Aves" "Passeriformes" "Sittidae" "Sitta" "canadensis" "Red-breasted nuthatch" 11.2 7.5 2.01490302054226 2.41591377830105
"888" "Chordata" "Aves" "Passeriformes" "Sittidae" "Sitta" "carolinensis" "White-breasted nuthatch" 20.5 9.8 2.28238238567653 3.02042488614436
"889" "Chordata" "Aves" "Passeriformes" "Sittidae" "Sitta" "europaea" "Wood nuthatch or Eurasian nuthatch" 20.4 12.9 2.55722731136763 3.01553490085017
"890" "Chordata" "Aves" "Passeriformes" "Sittidae" "Sitta" "pusilla" "Brown-headed nuthatch" 10.8 5.8 1.75785791755237 2.37954613413017
"891" "Chordata" "Aves" "Passeriformes" "Sittidae" "Sitta" "pygmaea" "Pygmy nuthatch" 10.7 8.2 2.10413415427021 2.37024374146786
"892" "Chordata" "Aves" "Passeriformes" "Sturnidae" "Acridotheres" "cristatellus" "Crested myna" 116.5 13 2.56494935746154 4.75789127300576
"893" "Chordata" "Aves" "Passeriformes" "Sturnidae" "Lamprotornis" "caudatus" "Long-tailed glossy starling" 121 17.8 2.87919845729804 4.79579054559674
"894" "Chordata" "Aves" "Passeriformes" "Sturnidae" "Lamprotornis" "hildebrandti" "Hildebrandt's starling" 55.8 16.9 2.82731362192903 4.02177386938726
"895" "Chordata" "Aves" "Passeriformes" "Sturnidae" "Leucopsar" "rothschildi" "Bali mynah" 95 25 3.2188758248682 4.55387689160054
"896" "Chordata" "Aves" "Passeriformes" "Sturnidae" "Sturnus" "vulgaris" "European starling" 74 22.9 3.13113691056019 4.30406509320417
"897" "Chordata" "Aves" "Passeriformes" "Sylviidae" "Chamaea" "fasciata" "Wrentit" 14.7 12.6 2.53369681395743 2.68784749378469
"898" "Chordata" "Aves" "Passeriformes" "Sylviidae" "Sylvia" "atricapilla" "Blackcap" 16.7 13.8 2.62466859216316 2.81540871942271
"899" "Chordata" "Aves" "Passeriformes" "Sylviidae" "Sylvia" "borin" "Garden warbler" 24.6 24 3.17805383034795 3.20274644293832
"900" "Chordata" "Aves" "Passeriformes" "Sylviidae" "Sylvia" "communis" "Whitethroat" 17.7 8.9 2.18605127673809 2.87356463957978
"901" "Chordata" "Aves" "Passeriformes" "Sylviidae" "Sylvia" "curruca" "Lesser whitethroat" 11.4 9 2.19722457733622 2.43361335540045
"902" "Chordata" "Aves" "Passeriformes" "Sylviidae" "Sylvia" "melanocephala" "Sardinian warbler" 11.7 8.3 2.11625551480255 2.45958884180371
"903" "Chordata" "Aves" "Passeriformes" "Sylviidae" "Sylvia" "nisoria" "Barred warbler" 22.5 11.9 2.47653840011748 3.11351530921037
"904" "Chordata" "Aves" "Passeriformes" "Thamnophilidae" "Formicivora" "acutirostris" "Marsh antwren" 9.8 16.2 2.78501124223834 2.28238238567653
"905" "Chordata" "Aves" "Passeriformes" "Thraupidae" "Cyanerpes" "caeruleus" "Purple honeycreeper" 12 17 2.83321334405622 2.484906649788
"906" "Chordata" "Aves" "Passeriformes" "Thraupidae" "Loxigilla" "portoricensis" "Puerto rican bullfinch" 32.1 15.6 2.74727091425549 3.46885603013597
"907" "Chordata" "Aves" "Passeriformes" "Thraupidae" "Nesospingus" "speculiferus" "Puerto Rican tanager" 35.2 4 1.38629436111989 3.56104608260405
"908" "Chordata" "Aves" "Passeriformes" "Thraupidae" "Sporophila" "torqueola" "White-collared seedeater" 8.7 11.7 2.45958884180371 2.16332302566054
"909" "Chordata" "Aves" "Passeriformes" "Thraupidae" "Thraupis" "episcopus" "Blue-grey tanager" 35 9.5 2.2512917986065 3.55534806148941
"910" "Chordata" "Aves" "Passeriformes" "Troglodytidae" "Campylorhynchus" "brunneicapillus" "Cactus wren" 38.9 7.3 1.98787434815435 3.6609942506244
"911" "Chordata" "Aves" "Passeriformes" "Troglodytidae" "Thryomanes" "bewickii" "Bewick's wren" 9.8 8 2.07944154167984 2.28238238567653
"912" "Chordata" "Aves" "Passeriformes" "Troglodytidae" "Thryothorus" "ludovicianus" "Carolina wren" 17.5 9.2 2.21920348405499 2.86220088092947
"913" "Chordata" "Aves" "Passeriformes" "Troglodytidae" "Troglodytes" "aedon" "House wren" 9.7 9 2.19722457733622 2.27212588550934
"914" "Chordata" "Aves" "Passeriformes" "Troglodytidae" "Troglodytes" "troglodytes" "Winter wren" 9.1 7 1.94591014905531 2.2082744135228
"915" "Chordata" "Aves" "Passeriformes" "Turdidae" "Catharus" "bicknelli" "Bicknell's thrush" 27.5 11.9 2.47653840011748 3.31418600467253
"916" "Chordata" "Aves" "Passeriformes" "Turdidae" "Catharus" "fuscescens" "Veery" 28.8 10.1 2.31253542384721 3.3603753871419
"917" "Chordata" "Aves" "Passeriformes" "Turdidae" "Catharus" "guttatus" "Hermit thrush" 27.8 10.8 2.37954613413017 3.32503602069659
"918" "Chordata" "Aves" "Passeriformes" "Turdidae" "Catharus" "minimus" "Grey-cheeked thrush" 24.8 7.3 1.98787434815435 3.21084365317094
"919" "Chordata" "Aves" "Passeriformes" "Turdidae" "Catharus" "ustulatus" "Swainson's thrush" 27.9 11 2.39789527279837 3.32862668882732
"920" "Chordata" "Aves" "Passeriformes" "Turdidae" "Hylocichla" "mustelina" "Wood thrush" 43.3 10.2 2.32238772029023 3.76815263500844
"921" "Chordata" "Aves" "Passeriformes" "Turdidae" "Ixoreus" "naevius" "Varied thrush" 78.5 5.6 1.7227665977411 4.36309862478836
"922" "Chordata" "Aves" "Passeriformes" "Turdidae" "Sialia" "currucoides" "Mountain bluebird" 29.6 9 2.19722457733622 3.38777436133001
"923" "Chordata" "Aves" "Passeriformes" "Turdidae" "Sialia" "mexicana" "Western bluebird" 26.5 8.7 2.16332302566054 3.27714473299218
"924" "Chordata" "Aves" "Passeriformes" "Turdidae" "Sialia" "sialis" "Eastern bluebird" 30.5 10.5 2.35137525716348 3.41772668361337
"925" "Chordata" "Aves" "Passeriformes" "Turdidae" "Turdus" "grayi" "Clay-colored robin" 74 9.6 2.26176309847379 4.30406509320417
"926" "Chordata" "Aves" "Passeriformes" "Turdidae" "Turdus" "iliacus" "Redwing" 61.2 18.8 2.9338568698359 4.11414718951828
"927" "Chordata" "Aves" "Passeriformes" "Turdidae" "Turdus" "merula" "Common blackbird and Eurasian blackbird" 103.2 21.8 3.08190996979504 4.63666885304746
"928" "Chordata" "Aves" "Passeriformes" "Turdidae" "Turdus" "migratorius" "American robin" 75.5 17 2.83321334405622 4.32413265625498
"929" "Chordata" "Aves" "Passeriformes" "Turdidae" "Turdus" "philomelos" "Song thrush" 67.8 17.7 2.87356463957978 4.21656219494635
"930" "Chordata" "Aves" "Passeriformes" "Turdidae" "Turdus" "pilaris" "Fieldfare" 106 18.1 2.89591193827178 4.66343909411207
"931" "Chordata" "Aves" "Passeriformes" "Turdidae" "Turdus" "plumbeus" "Red-legged thrush" 75.3 14.6 2.68102152871429 4.32148013480585
"932" "Chordata" "Aves" "Passeriformes" "Turdidae" "Turdus" "torquatus" "Ring ouzel" 109 9.1 2.2082744135228 4.69134788222914
"933" "Chordata" "Aves" "Passeriformes" "Turdidae" "Turdus" "viscivorus" "Mistle thrush" 117.5 21.2 3.05400118167797 4.76643833358421
"934" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Camptostoma" "imberbe" "Northern beardless tyrannulet" 7.4 5.8 1.75785791755237 2.00148000021012
"935" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Contopus" "cooperi" "Olive-sided flycatcher" 32.8 11.1 2.40694510831829 3.4904285153901
"936" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Contopus" "sordidulus" "Western wood pewee" 12.8 8.1 2.09186406167839 2.54944517092557
"937" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Contopus" "virens" "Eastern wood pewee" 13.9 8.2 2.10413415427021 2.63188884013665
"938" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Elaenia" "martinica" "Caribbean elaenia" 20.9 13.6 2.61006979274201 3.03974915897077
"939" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Empidonax" "alnorum" "Alder flycatcher" 13.5 9.1 2.2082744135228 2.60268968544438
"940" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Empidonax" "difficilis" "Pacific-slope flycatcher" 11 6.9 1.93152141160321 2.39789527279837
"941" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Empidonax" "hammondii" "Hammond's flycatcher" 10.4 7 1.94591014905531 2.34180580614733
"942" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Empidonax" "minimus" "Least flycatcher" 10 8 2.07944154167984 2.30258509299405
"943" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Empidonax" "oberholseri" "Dusky flycatcher" 10.95 9 2.19722457733622 2.39333945626251
"944" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Empidonax" "traillii" "Willow flycatcher" 12.6 11 2.39789527279837 2.53369681395743
"945" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Empidonax" "virescens" "Acadian flycatcher" 12.6 12.1 2.4932054526027 2.53369681395743
"946" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Myiarchus" "antillarum" "Puerto rican flycatcher" 23.4 13.6 2.61006979274201 3.15273602236366
"947" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Myiarchus" "cinerascens" "Ash-throated flycatcher" 28.5 11.9 2.47653840011748 3.3499040872746
"948" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Myiarchus" "crinitus" "Great crested flycatcher" 32.1 14.9 2.70136121295141 3.46885603013597
"949" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Myiarchus" "tyrannulus" "Brown-crested flycatcher" 35 11 2.39789527279837 3.55534806148941
"950" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Pyrocephalus" "rubinus" "Vermilion flycatcher" 12.87 5.5 1.70474809223843 2.55489902160804
"951" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Sayornis" "nigricans" "Black phoebe" 18.25 8 2.07944154167984 2.9041650800285
"952" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Sayornis" "phoebe" "Eastern phoebe" 19.7 10.3 2.33214389523559 2.98061863574394
"953" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Tyrannus" "tyrannus" "Eastern kingbird" 39.9 11.1 2.40694510831829 3.68637632389582
"954" "Chordata" "Aves" "Passeriformes" "Tyrannidae" "Tyrannus" "verticalis" "Western kingbird" 40.7 6.9 1.93152141160321 3.70622809244855
"955" "Chordata" "Aves" "Passeriformes" "Vireonidae" "Vireo" "atricapilla" "Black-capped vireo" 8.65 12 2.484906649788 2.15755932094379
"956" "Chordata" "Aves" "Passeriformes" "Vireonidae" "Vireo" "bellii" "Bell's vireo" 10 9.1 2.2082744135228 2.30258509299405
"957" "Chordata" "Aves" "Passeriformes" "Vireonidae" "Vireo" "flavifrons" "Yellow-throated vireo" 18 6.1 1.80828877117927 2.89037175789616
"958" "Chordata" "Aves" "Passeriformes" "Vireonidae" "Vireo" "gilvus" "Warbling vireo" 15 13.1 2.57261223020711 2.70805020110221
"959" "Chordata" "Aves" "Passeriformes" "Vireonidae" "Vireo" "griseus" "White-eyed vireo" 12 10.9 2.3887627892351 2.484906649788
"960" "Chordata" "Aves" "Passeriformes" "Vireonidae" "Vireo" "huttoni" "Hutton's vireo" 11.3 13.5 2.60268968544438 2.42480272571829
"961" "Chordata" "Aves" "Passeriformes" "Vireonidae" "Vireo" "latimeri" "Puerto rican vireo" 12 16.8 2.82137888640921 2.484906649788
"962" "Chordata" "Aves" "Passeriformes" "Vireonidae" "Vireo" "olivaceus" "Red-eyed vireo" 17 10.2 2.32238772029023 2.83321334405622
"963" "Chordata" "Aves" "Passeriformes" "Vireonidae" "Vireo" "philadelphicus" "Philadelphia vireo" 12 9.8 2.28238238567653 2.484906649788
"964" "Chordata" "Aves" "Passeriformes" "Vireonidae" "Vireo" "solitarius" "Blue-headed vireo" 16 7.4 2.00148000021012 2.77258872223978
"965" "Chordata" "Aves" "Passeriformes" "Zosteropidae" "Zosterops" "japonicus" "Japanese white-eye" 11.25 5.1 1.62924053973028 2.42036812865043
"966" "Chordata" "Aves" "Passeriformes" "Zosteropidae" "Zosterops" "lateralis" "Silvereye" 12.7 13 2.56494935746154 2.54160199346455
"967" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Ardea" "alba" "Great egret" 873.5 22.8 3.1267605359604 6.77250812957411
"968" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Ardea" "cinerea" "Grey heron" 1443 37.5 3.62434093297637 7.27447955877387
"969" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Ardea" "cocoi" "Cocoi heron" 1937.7 24.4 3.19458313229916 7.56925698170654
"970" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Ardea" "goliath" "Goliath heron" 4468 22.9 3.13113691056019 8.40469616018909
"971" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Ardea" "herodias" "Great blue heron" 1870 24.5 3.19867311755068 7.53369370984863
"972" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Ardea" "purpurea" "Purple heron" 1065.5 25.4 3.23474917402449 6.97119945153867
"973" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Botaurus" "lentiginosus" "American bittern" 706 8.3 2.11625551480255 6.55961523749324
"974" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Botaurus" "stellaris" "Bittern" 1324.5 11.3 2.42480272571829 7.18879030871212
"975" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Bubulcus" "ibis" "Cattle egret" 390 23 3.13549421592915 5.96614673912369
"976" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Butorides" "virescens" "Green heron" 175 11.6 2.45100509811232 5.16478597392351
"977" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Egretta" "caerulea" "Little blue heron" 339.5 13.9 2.63188884013665 5.82747394699875
"978" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Egretta" "garzetta" "Little egret" 312 22.3 3.10458667846607 5.74300318780948
"979" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Egretta" "rufescens" "Reddish egret" 614 22 3.09104245335832 6.41999492814714
"980" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Egretta" "thula" "Snowy egret" 314 22.8 3.1267605359604 5.74939298590825
"981" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Egretta" "tricolor" "Tricolored heron" 309.9 17.7 2.87356463957978 5.7362496647937
"982" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Ixobrychus" "minutus" "Little bittern" 101 6.9 1.93152141160321 4.61512051684126
"983" "Chordata" "Aves" "Pelecaniformes" "Ardeidae" "Nycticorax" "nycticorax" "Black-crowned night heron" 800 21.1 3.04927304048202 6.68461172766793
"984" "Chordata" "Aves" "Pelecaniformes" "Balaenicipitidae" "Balaeniceps" "rex" "Shoebill" 5984 35.7 3.57515068878559 8.69684451965431
"985" "Chordata" "Aves" "Pelecaniformes" "Pelecanidae" "Pelecanus" "crispus" "Dalmatian pelican" 9550 35.3 3.56388296393925 9.16429643347478
"986" "Chordata" "Aves" "Pelecaniformes" "Pelecanidae" "Pelecanus" "erythrorhynchos" "American white pelican" 6129 54 3.98898404656427 8.72078688348573
"987" "Chordata" "Aves" "Pelecaniformes" "Pelecanidae" "Pelecanus" "occidentalis" "Brown pelican" 3115.8 43 3.76120011569356 8.04424122007833
"988" "Chordata" "Aves" "Pelecaniformes" "Pelecanidae" "Pelecanus" "onocrotalus" "Great white pelican" 9520 51 3.93182563272433 9.16115012778541
"989" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Bostrychia" "carunculata" "Wattled ibis" NA 12 2.484906649788 NA
"990" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Bostrychia" "hagedash" "Hadada ibis" 1238 16 2.77258872223978 7.12125245324454
"991" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Eudocimus" "albus" "White ibis" 940 27.6 3.3178157727231 6.84587987526405
"992" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Eudocimus" "ruber" "Scarlet ibis" 615 33.2 3.50254987592244 6.42162226780652
"993" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Geronticus" "calvus" "Bald ibis" NA 15.3 2.72785282839839 NA
"994" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Geronticus" "eremita" "Northern bald ibis" 1202 32.9 3.49347265777133 7.09174211509515
"995" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Nipponia" "nippon" "Crested ibis" 1900 25.8 3.25037449192757 7.54960916515453
"996" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Phimosus" "infuscatus" "Whispering ibis" 559 20 2.99573227355399 6.3261494731551
"997" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Platalea" "ajaja" "Roseate spoonbill" 1036.97 28 3.3322045101752 6.94405827820643
"998" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Platalea" "alba" "African spoonbill" 1521 17.9 2.88480071284671 7.32712329225929
"999" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Platalea" "flavipes" "Yellow-billed spoonbill" 1747.5 28.6 3.35340671782581 7.46594147410797
"1000" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Platalea" "leucorodia" "Eurasian spoonbill" 1868 30.1 3.40452517175483 7.53262361878879
"1001" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Platalea" "minor" "Black-faced spoonbill" 1228 15 2.70805020110221 7.11314210870709
"1002" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Plegadis" "chihi" "White-faced ibis" 487.5 20.4 3.01553490085017 6.1892902904379
"1003" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Plegadis" "falcinellus" "Glossy ibis" 431.2 26.8 3.28840188751681 6.06657201959479
"1004" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Plegadis" "ridgwayi" "Puna ibis" 584 18 2.89037175789616 6.36990098282823
"1005" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Pseudibis" "papillosa" "Black ibis" NA 30 3.40119738166216 NA
"1006" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Theristicus" "caudatus" "Buff-necked ibis" 1726 22 3.09104245335832 7.45356187164337
"1007" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Theristicus" "melanopis" "Black-faced ibis" NA 34.5 3.54095932403731 NA
"1008" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Threskiornis" "aethiopicus" "Sacred ibis" 1530 37 3.61091791264422 7.33302301438648
"1009" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Threskiornis" "melanocephalus" "Black-headed ibis" NA 28.2 3.33932197794407 NA
"1010" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Threskiornis" "molucca" "Australian ibis" 1806 33.2 3.50254987592244 7.49886973397693
"1011" "Chordata" "Aves" "Pelecaniformes" "Threskiornithidae" "Threskiornis" "spinicollis" "Straw-necked ibis" 1351.5 39.4 3.67376581630389 7.2089703657165
"1012" "Chordata" "Aves" "Phaethontiformes" "Phaethontidae" "Phaethon" "aethereus" "Red-billed tropicbird" 750 17.6 2.86789890204411 6.62007320653036
"1013" "Chordata" "Aves" "Phaethontiformes" "Phaethontidae" "Phaethon" "rubricauda" "Red-tailed tropicbird" 593.2 32.7 3.48737507790321 6.38553161026378
"1014" "Chordata" "Aves" "Phoenicopteriformes" "Phoenicopteridae" "Phoeniconaias" "minor" "Lesser flamingo" 1500 41 3.71357206670431 7.3132203870903
"1015" "Chordata" "Aves" "Phoenicopteriformes" "Phoenicopteridae" "Phoenicopterus" "chilensis" "Chilean flamingo" 2277 36.7 3.60277675506052 7.73061406606374
"1016" "Chordata" "Aves" "Phoenicopteriformes" "Phoenicopteridae" "Phoenicopterus" "roseus" "Greater flamingo" 2500 44 3.78418963391826 7.82404601085629
"1017" "Chordata" "Aves" "Piciformes" "Picidae" "Colaptes" "auratus" "Northern flicker" 120 12.5 2.52572864430826 4.78749174278205
"1018" "Chordata" "Aves" "Piciformes" "Picidae" "Dendrocopos" "leucotos" "White-backed woodpecker" 117 15.9 2.76631910922619 4.76217393479776
"1019" "Chordata" "Aves" "Piciformes" "Picidae" "Dendrocopos" "major" "Great spotted woodpecker" 75.1 12.7 2.54160199346455 4.31882055877009
"1020" "Chordata" "Aves" "Piciformes" "Picidae" "Dendrocopos" "medius" "Middle spotted woodpecker" 59 8 2.07944154167984 4.07753744390572
"1021" "Chordata" "Aves" "Piciformes" "Picidae" "Dendrocopos" "minor" "Lesser spotted woodpecker" 19.8 9.8 2.28238238567653 2.98568193770049
"1022" "Chordata" "Aves" "Piciformes" "Picidae" "Dendrocopos" "syriacus" "Syrian woodpecker" 76.8 10.9 2.3887627892351 4.34120464015363
"1023" "Chordata" "Aves" "Piciformes" "Picidae" "Dryocopus" "martius" "Black woodpecker" 321 14 2.63905732961526 5.77144112313002
"1024" "Chordata" "Aves" "Piciformes" "Picidae" "Dryocopus" "pileatus" "Pileated woodpecker" 364 13 2.56494935746154 5.89715386763674
"1025" "Chordata" "Aves" "Piciformes" "Picidae" "Jynx" "torquilla" "Eurasian wryneck" 35 10 2.30258509299405 3.55534806148941
"1026" "Chordata" "Aves" "Piciformes" "Picidae" "Melanerpes" "carolinus" "Red-bellied woodpecker" 72.5 20.7 3.03013370027132 4.28358656186063
"1027" "Chordata" "Aves" "Piciformes" "Picidae" "Melanerpes" "erythrocephalus" "Red-headed woodpecker" 75 10 2.30258509299405 4.31748811353631
"1028" "Chordata" "Aves" "Piciformes" "Picidae" "Melanerpes" "formicivorus" "Acorn woodpecker" 79.7 17.2 2.84490938381941 4.37826958579617
"1029" "Chordata" "Aves" "Piciformes" "Picidae" "Melanerpes" "uropygialis" "Gila woodpecker" 65 11 2.39789527279837 4.17438726989564
"1030" "Chordata" "Aves" "Piciformes" "Picidae" "Picoides" "borealis" "Red-cockaded woodpecker" 56 16.1 2.77881927199042 4.02535169073515
"1031" "Chordata" "Aves" "Piciformes" "Picidae" "Picoides" "nuttallii" "Nuttall's woodpecker" 37.4 7.8 2.05412373369555 3.62167070442049
"1032" "Chordata" "Aves" "Piciformes" "Picidae" "Picoides" "pubescens" "Downy woodpecker" 25.6 11.9 2.47653840011748 3.24259235148552
"1033" "Chordata" "Aves" "Piciformes" "Picidae" "Picoides" "tridactylus" "Eurasian three-toed woodpecker and three-toed woodpecker" 65.7 11.2 2.41591377830105 4.18509892549057
"1034" "Chordata" "Aves" "Piciformes" "Picidae" "Picoides" "villosus" "Hairy woodpecker" 62 15.9 2.76631910922619 4.12713438504509
"1035" "Chordata" "Aves" "Piciformes" "Picidae" "Picus" "viridis" "Eurasian green woodpecker" 176 15.2 2.72129542785223 5.17048399503815
"1036" "Chordata" "Aves" "Piciformes" "Picidae" "Sphyrapicus" "nuchalis" "Red-naped sapsucker" 48.5 4.9 1.58923520511658 3.88156379794344
"1037" "Chordata" "Aves" "Piciformes" "Picidae" "Sphyrapicus" "ruber" "Red-breasted sapsucker" 55 4.8 1.56861591791385 4.00733318523247
"1038" "Chordata" "Aves" "Piciformes" "Picidae" "Sphyrapicus" "varius" "Yellow-bellied sapsucker" 45 7.8 2.05412373369555 3.80666248977032
"1039" "Chordata" "Aves" "Piciformes" "Ramphastidae" "Ramphastos" "toco" "Toco toucan" 540 16.2 2.78501124223834 6.29156913955832
"1040" "Chordata" "Aves" "Podicipediformes" "Podicipedidae" "Aechmophorus" "occidentalis" "Western grebe" 1475.5 14 2.63905732961526 7.29675219438299
"1041" "Chordata" "Aves" "Podicipediformes" "Podicipedidae" "Podiceps" "cristatus" "Great crested grebe" 738.7 19.2 2.95491027903374 6.60489188453469
"1042" "Chordata" "Aves" "Podicipediformes" "Podicipedidae" "Podiceps" "grisegena" "Red-necked grebe" 1100 11 2.39789527279837 7.00306545878646
"1043" "Chordata" "Aves" "Podicipediformes" "Podicipedidae" "Podiceps" "nigricollis" "Eared grebe" 392 13.1 2.57261223020711 5.97126183979046
"1044" "Chordata" "Aves" "Podicipediformes" "Podicipedidae" "Tachybaptus" "ruficollis" "Little grebe" 174 17.5 2.86220088092947 5.15905529921453
"1045" "Chordata" "Aves" "Procellariiformes" "Diomedeidae" "Diomedea" "epomophora" "Royal albatross" 9000 58 4.06044301054642 9.10497985631836
"1046" "Chordata" "Aves" "Procellariiformes" "Diomedeidae" "Diomedea" "exulans" "Wandering albatross" 7046.7 50 3.91202300542815 8.8603147011139
"1047" "Chordata" "Aves" "Procellariiformes" "Diomedeidae" "Phoebastria" "immutabilis" "Laysan albatross" 3150 65 4.17438726989564 8.05515773181968
"1048" "Chordata" "Aves" "Procellariiformes" "Diomedeidae" "Phoebastria" "irrorata" "Waved albatross" 3395 40 3.68887945411394 8.1300590399928
"1049" "Chordata" "Aves" "Procellariiformes" "Diomedeidae" "Phoebastria" "nigripes" "Black-footed albatross" 2800 42.1 3.74004774068834 7.9373746961633
"1050" "Chordata" "Aves" "Procellariiformes" "Diomedeidae" "Thalassarche" "chlororhynchos" "Yellow-nosed albatross" 3890 37 3.61091791264422 8.26616443661249
"1051" "Chordata" "Aves" "Procellariiformes" "Diomedeidae" "Thalassarche" "chrysostoma" "Grey-headed albatross" 3753 47.2 3.85439389259151 8.23031079913502
"1052" "Chordata" "Aves" "Procellariiformes" "Diomedeidae" "Thalassarche" "melanophris" "Black-browed albatross" 3232 43.7 3.77734810210154 8.08085641964099
"1053" "Chordata" "Aves" "Procellariiformes" "Hydrobatidae" "Hydrobates" "pelagicus" "European storm petrel" 25.2 33.8 3.52046080248897 3.22684399451738
"1054" "Chordata" "Aves" "Procellariiformes" "Hydrobatidae" "Oceanodroma" "castro" "Harcourt's storm petrel" 42 36 3.58351893845611 3.73766961828337
"1055" "Chordata" "Aves" "Procellariiformes" "Hydrobatidae" "Oceanodroma" "furcata" "Fork-tailed storm petrel" 45.2 18 2.89037175789616 3.81109708683819
"1056" "Chordata" "Aves" "Procellariiformes" "Hydrobatidae" "Oceanodroma" "homochroa" "Ashy storm-petrel" 36.9 31 3.43398720448515 3.60821155104648
"1057" "Chordata" "Aves" "Procellariiformes" "Hydrobatidae" "Oceanodroma" "leucorhoa" "Leach's storm petrel" 44.6 36 3.58351893845611 3.79773385902602
"1058" "Chordata" "Aves" "Procellariiformes" "Procellariidae" "Bulweria" "bulwerii" "Bulwer's petrel" 99 22.9 3.13113691056019 4.59511985013459
